LOCATION,Country,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
CAN,Canada,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1993-Q2,Q2-1993,PER,Persons,3,Thousands,,,12761.57,,
CAN,Canada,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1993-Q3,Q3-1993,PER,Persons,3,Thousands,,,12812.73,,
CAN,Canada,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1993-Q4,Q4-1993,PER,Persons,3,Thousands,,,12849.2,,
CAN,Canada,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1994-Q1,Q1-1994,PER,Persons,3,Thousands,,,12891.5,,
CAN,Canada,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1994-Q2,Q2-1994,PER,Persons,3,Thousands,,,12998.2,,
CAN,Canada,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1994-Q3,Q3-1994,PER,Persons,3,Thousands,,,13130.2,,
CAN,Canada,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1994-Q4,Q4-1994,PER,Persons,3,Thousands,,,13224.6,,
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1962-Q1,Q1-1962,PER,Persons,3,Thousands,,,34013.15,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1962-Q2,Q2-1962,PER,Persons,3,Thousands,,,34009.3,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1962-Q3,Q3-1962,PER,Persons,3,Thousands,,,34046.04,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1962-Q4,Q4-1962,PER,Persons,3,Thousands,,,33993.16,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1963-Q1,Q1-1963,PER,Persons,3,Thousands,,,34006.2,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1963-Q2,Q2-1963,PER,Persons,3,Thousands,,,34115.28,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1963-Q3,Q3-1963,PER,Persons,3,Thousands,,,34032.61,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1963-Q4,Q4-1963,PER,Persons,3,Thousands,,,34051.18,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1964-Q1,Q1-1964,PER,Persons,3,Thousands,,,33966.76,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1964-Q2,Q2-1964,PER,Persons,3,Thousands,,,34076.62,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1964-Q3,Q3-1964,PER,Persons,3,Thousands,,,34008.18,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1964-Q4,Q4-1964,PER,Persons,3,Thousands,,,34035.98,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1965-Q1,Q1-1965,PER,Persons,3,Thousands,,,34150.21,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1965-Q2,Q2-1965,PER,Persons,3,Thousands,,,34224.9,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1965-Q3,Q3-1965,PER,Persons,3,Thousands,,,34196.21,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1965-Q4,Q4-1965,PER,Persons,3,Thousands,,,34150.16,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1966-Q1,Q1-1966,PER,Persons,3,Thousands,,,34254.82,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1966-Q2,Q2-1966,PER,Persons,3,Thousands,,,34261.48,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1966-Q3,Q3-1966,PER,Persons,3,Thousands,,,34018.84,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1966-Q4,Q4-1966,PER,Persons,3,Thousands,,,33676.59,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1967-Q1,Q1-1967,PER,Persons,3,Thousands,,,33211.13,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1967-Q2,Q2-1967,PER,Persons,3,Thousands,,,32913.06,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1967-Q3,Q3-1967,PER,Persons,3,Thousands,,,32874.51,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1967-Q4,Q4-1967,PER,Persons,3,Thousands,,,32768.81,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1968-Q1,Q1-1968,PER,Persons,3,Thousands,,,32813.94,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1968-Q2,Q2-1968,PER,Persons,3,Thousands,,,32834.21,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1968-Q3,Q3-1968,PER,Persons,3,Thousands,,,33016.29,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1968-Q4,Q4-1968,PER,Persons,3,Thousands,,,33254.45,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1969-Q1,Q1-1969,PER,Persons,3,Thousands,,,33398.67,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1969-Q2,Q2-1969,PER,Persons,3,Thousands,,,33372.96,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1969-Q3,Q3-1969,PER,Persons,3,Thousands,,,33484.33,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1969-Q4,Q4-1969,PER,Persons,3,Thousands,,,33633.4,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1970-Q1,Q1-1970,PER,Persons,3,Thousands,,,33727.34,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1970-Q2,Q2-1970,PER,Persons,3,Thousands,,,33819.54,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1970-Q3,Q3-1970,PER,Persons,3,Thousands,,,33915.78,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1970-Q4,Q4-1970,PER,Persons,3,Thousands,,,33965.03,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1971-Q1,Q1-1971,PER,Persons,3,Thousands,,,34074.46,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1971-Q2,Q2-1971,PER,Persons,3,Thousands,,,34067.15,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1971-Q3,Q3-1971,PER,Persons,3,Thousands,,,34042.16,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1971-Q4,Q4-1971,PER,Persons,3,Thousands,,,34012.45,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1972-Q1,Q1-1972,PER,Persons,3,Thousands,,,33926.83,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1972-Q2,Q2-1972,PER,Persons,3,Thousands,,,33888.03,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1972-Q3,Q3-1972,PER,Persons,3,Thousands,,,33896.3,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1972-Q4,Q4-1972,PER,Persons,3,Thousands,,,33952.01,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1973-Q1,Q1-1973,PER,Persons,3,Thousands,,,34111.52,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1973-Q2,Q2-1973,PER,Persons,3,Thousands,,,34221.64,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1973-Q3,Q3-1973,PER,Persons,3,Thousands,,,34230.19,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1973-Q4,Q4-1973,PER,Persons,3,Thousands,,,34119.33,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1974-Q1,Q1-1974,PER,Persons,3,Thousands,,,34005.07,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1974-Q2,Q2-1974,PER,Persons,3,Thousands,,,33827.02,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1974-Q3,Q3-1974,PER,Persons,3,Thousands,,,33600.32,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1974-Q4,Q4-1974,PER,Persons,3,Thousands,,,33319.91,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1975-Q1,Q1-1975,PER,Persons,3,Thousands,,,33036.76,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1975-Q2,Q2-1975,PER,Persons,3,Thousands,,,32791.57,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1975-Q3,Q3-1975,PER,Persons,3,Thousands,,,32600.49,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1975-Q4,Q4-1975,PER,Persons,3,Thousands,,,32426.57,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1976-Q1,Q1-1976,PER,Persons,3,Thousands,,,32396.88,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1976-Q2,Q2-1976,PER,Persons,3,Thousands,,,32405.79,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1976-Q3,Q3-1976,PER,Persons,3,Thousands,,,32418.07,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1976-Q4,Q4-1976,PER,Persons,3,Thousands,,,32465.05,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1977-Q1,Q1-1977,PER,Persons,3,Thousands,,,32383.97,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1977-Q2,Q2-1977,PER,Persons,3,Thousands,,,32329.29,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1977-Q3,Q3-1977,PER,Persons,3,Thousands,,,32328.79,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1977-Q4,Q4-1977,PER,Persons,3,Thousands,,,32410.86,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1978-Q1,Q1-1978,PER,Persons,3,Thousands,,,32441.18,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1978-Q2,Q2-1978,PER,Persons,3,Thousands,,,32506.9,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1978-Q3,Q3-1978,PER,Persons,3,Thousands,,,32590.46,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1978-Q4,Q4-1978,PER,Persons,3,Thousands,,,32716.51,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1979-Q1,Q1-1979,PER,Persons,3,Thousands,,,32855.54,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1979-Q2,Q2-1979,PER,Persons,3,Thousands,,,32919.74,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1979-Q3,Q3-1979,PER,Persons,3,Thousands,,,33028.4,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1979-Q4,Q4-1979,PER,Persons,3,Thousands,,,33200.6,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1980-Q1,Q1-1980,PER,Persons,3,Thousands,,,33333.9,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1980-Q2,Q2-1980,PER,Persons,3,Thousands,,,33352.05,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1980-Q3,Q3-1980,PER,Persons,3,Thousands,,,33338.15,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1980-Q4,Q4-1980,PER,Persons,3,Thousands,,,33346.45,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1981-Q1,Q1-1981,PER,Persons,3,Thousands,,,33285.4,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1981-Q2,Q2-1981,PER,Persons,3,Thousands,,,33151.67,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1981-Q3,Q3-1981,PER,Persons,3,Thousands,,,33009.68,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1981-Q4,Q4-1981,PER,Persons,3,Thousands,,,32862.88,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1982-Q1,Q1-1982,PER,Persons,3,Thousands,,,32713.6,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1982-Q2,Q2-1982,PER,Persons,3,Thousands,,,32576.56,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1982-Q3,Q3-1982,PER,Persons,3,Thousands,,,32535.85,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1982-Q4,Q4-1982,PER,Persons,3,Thousands,,,32328.14,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1983-Q1,Q1-1983,PER,Persons,3,Thousands,,,32116.83,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1983-Q2,Q2-1983,PER,Persons,3,Thousands,,,32062.19,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1983-Q3,Q3-1983,PER,Persons,3,Thousands,,,32054.06,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1983-Q4,Q4-1983,PER,Persons,3,Thousands,,,32076.09,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1984-Q1,Q1-1984,PER,Persons,3,Thousands,,,32046.79,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1984-Q2,Q2-1984,PER,Persons,3,Thousands,,,32106.41,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1984-Q3,Q3-1984,PER,Persons,3,Thousands,,,32160.18,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1984-Q4,Q4-1984,PER,Persons,3,Thousands,,,32232.57,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1985-Q1,Q1-1985,PER,Persons,3,Thousands,,,32209.64,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1985-Q2,Q2-1985,PER,Persons,3,Thousands,,,32281.37,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1985-Q3,Q3-1985,PER,Persons,3,Thousands,,,32429.8,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1985-Q4,Q4-1985,PER,Persons,3,Thousands,,,32511.39,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1986-Q1,Q1-1986,PER,Persons,3,Thousands,,,32492.05,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1986-Q2,Q2-1986,PER,Persons,3,Thousands,,,32614.72,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1986-Q3,Q3-1986,PER,Persons,3,Thousands,,,32803.16,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1986-Q4,Q4-1986,PER,Persons,3,Thousands,,,32900.17,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1987-Q1,Q1-1987,PER,Persons,3,Thousands,,,32837.86,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1987-Q2,Q2-1987,PER,Persons,3,Thousands,,,32908.73,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1987-Q3,Q3-1987,PER,Persons,3,Thousands,,,33033.18,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1987-Q4,Q4-1987,PER,Persons,3,Thousands,,,33062.78,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1988-Q1,Q1-1988,PER,Persons,3,Thousands,,,34469.75,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1988-Q2,Q2-1988,PER,Persons,3,Thousands,,,34562.44,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1988-Q3,Q3-1988,PER,Persons,3,Thousands,,,34734.7,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1988-Q4,Q4-1988,PER,Persons,3,Thousands,,,34780.16,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1989-Q1,Q1-1989,PER,Persons,3,Thousands,,,34819.34,E,Estimated value
